med_name,med_code,image_url,price,dosage_form,active_ingredient,unit,stock_quantity,is_active
DottorPrimo Scargel Plus,MED-01213,https://trungtamthuoc.com/images/products/130x130/dottorprimo-scargel-plus-l4733.jpg,267168,gel bôi,"Collagen, Glycerol (Glycerin), Natri Hyaluronate, Nước, Citric Acid, Alcohol",tuýp,112,true
Acnedap Gel,MED-01214,https://trungtamthuoc.com/images/products/130x130/acnedap-gel-1-q6531.jpg,153188,Gel bôi da,Dapson,hộp,32,true
Acnedap Plus,MED-01215,https://trungtamthuoc.com/images/products/130x130/acnedap-plus-1-u8561.jpg,224873,Gel bôi da,"Adapalene, Dapson",hộp,66,true
Triluma Cream (Ấn Độ),MED-01216,https://trungtamthuoc.com/images/products/130x130/triluma-1-v8267.jpg,550.000₫,Kem bôi da,"Fluocinolone, Hydroquinone (Quinone), Tretinoin",hộp,164,true
Premium L-Cystine,MED-01217,https://trungtamthuoc.com/images/products/130x130/premium-l-cystine-1-g2775.jpg,288.000₫,Viên nang mềm,"Glutathione, Vitamin B6 (Pyridoxine hydrochloride), L-Cystine",hộp,59,true
Bluemint,MED-01218,https://trungtamthuoc.com/images/products/130x130/bluemint-4-t8015.jpg,212288,Viên nén,L-Cystine,hộp,172,true
EVITĐV New,MED-01219,https://trungtamthuoc.com/images/products/130x130/evitdv-new-1-e1833.jpg,239178,viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,171,true
Aciherpin 5%,MED-01220,https://trungtamthuoc.com/images/products/130x130/aciherpin-5-1-q6537.jpg,172600,Kem,Aciclovir (Acyclovir),hộp,168,true
Nước tắm trẻ em Amibebe 250ml,MED-01221,https://trungtamthuoc.com/images/products/130x130/nuoc-tam-tre-em-amibebe-250-ml-1-r6066.jpg,234731,nước tắm,,hộp,168,true
LV PIOME,MED-01222,https://trungtamthuoc.com/images/products/130x130/lv-piome-1-p6267.jpg,148128,Viên nang,"Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol)",hộp,19,true
Kem bôi Hupavir Ointment Sinecatechin,MED-01223,https://trungtamthuoc.com/images/products/130x130/kem-boi-hupavir-10-g2206.jpg,440.000₫,Kem bôi trên da,Kẽm Oxyd (Zinc Oxide),hộp,122,true
ACM Viticolor Skin Camouflage Gel,MED-01224,https://trungtamthuoc.com/images/products/130x130/acm-viticolor-skin-camouflage-gel-1-n5342.jpg,1.350.000₫,Gel,"Hydrogenated Polydecene, Erythrulose, Dihydroxyacetone",tuýp,69,true
Bọt tắm gội dịu da Nipcare,MED-01225,https://trungtamthuoc.com/images/products/130x130/bot-tam-goi-diu-da-nipcare-c1151.jpg,228066,bọt tắm,"Dexpanthenol, Glycerol (Glycerin), Kẽm Oxyd (Zinc Oxide), Acid Lactic",hộp,87,true
Astax Natural Astaxanthin 4mg,MED-01226,https://trungtamthuoc.com/images/products/130x130/astax-8-r7350.jpg,146831,Viên nang mềm,Astaxanthin,hộp,47,true
Glutanionne 98%,MED-01227,https://trungtamthuoc.com/images/products/130x130/glutanionne-98-1-h3781.jpg,220.000₫,Viên nang,"Collagen, Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Lysine, Astaxanthin",hộp,193,true
Acnelyse Krem Tretinoin 0.05%,MED-01228,https://trungtamthuoc.com/images/products/130x130/acnelyse-krem-tretinoin-005-2-d1183.jpg,106888,Kem bôi ngoài da,Tretinoin,hộp,131,true
Fluocinonide Cream USP 0.05%,MED-01229,https://trungtamthuoc.com/images/products/130x130/fluocinonide-cream-usp-005-1-a0544.jpg,283947,Kem bôi da,Fluocinonide,hộp,57,true
Ohiosun,MED-01230,https://trungtamthuoc.com/images/products/130x130/ohiosun-1-b0267.jpg,109997,Viên nén bao phim,"Acid Folic (Vitamin B9), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Retinol (Vitamin A), Vitamin B1 (Thiamine), Vitamin B12 (Cyanocobalamin, Mecobalamin), Vitamin B2 (Riboflavin), Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Vitamin D (Alfacalcidol), Vitamin E (Alpha Tocopherol), L-Cystine, Cucumis Melo (melon)",hộp,64,true
Betacort Apimed,MED-01231,https://trungtamthuoc.com/images/products/130x130/betacort-apimed-1-u8782.jpg,126636,Kem bôi da,"Betamethason, Neomycin",hộp,47,true
Polybamycin Ointment,MED-01232,https://trungtamthuoc.com/images/products/130x130/polybamycin-1-e1544.jpg,107587,Thuốc mỡ,"Neomycin, Polymyxin B, Bacitracin",hộp,181,true
Trắng Bền AZ,MED-01233,https://trungtamthuoc.com/images/products/130x130/trang-ben-az-1-e1121.jpg,132819,viên nén,,lọ,21,true
Acnelyse 0.1%,MED-01234,https://trungtamthuoc.com/images/products/130x130/thuoc-acnelyse-01-1-o6184.jpg,211330,Dạng kem bôi da,Tretinoin,hộp,15,true
Viên uống Pariskin,MED-01235,https://trungtamthuoc.com/images/products/130x130/pariskin-d1175.jpg,140133,Viên nang,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Retinol (Vitamin A), Vitamin E (Alpha Tocopherol), Cysteine, Zinc Gluconate (Kẽm Gluconat), Lactoferrin",hộp,84,true
Valengsv 0.1,MED-01236,https://trungtamthuoc.com/images/products/130x130/valengsv-01-1-h2433.jpg,264785,Kem bôi da,Isotretinoin,hộp,175,true
Star-GSV Cream,MED-01237,https://trungtamthuoc.com/images/products/130x130/star-gsv-cream-1-n5765.jpg,60.000₫,Kem bôi da,Terbinafine,hộp,130,true
Bookio Cream,MED-01238,https://trungtamthuoc.com/images/products/130x130/thuoc-bookio-cream-c1136.jpg,133312,Kem bôi da,Acid Fusidic,tuýp,198,true
Corti RVN,MED-01239,https://trungtamthuoc.com/images/products/130x130/thuoc-corti-rvn-v8367.jpg,293290,kem bôi da,"Betamethason, Neomycin",hộp,172,true
Ketoderm 10g Apimed,MED-01240,https://trungtamthuoc.com/images/products/130x130/ketoderm-10g-apimed-1-u8387.jpg,262112,Kem bôi da,Ketoconazole,hộp,139,true
Glomazin Neo,MED-01241,https://trungtamthuoc.com/images/products/130x130/glomazin-neo-1-s7311.jpg,276441,Kem bôi ngoài da,"Betamethason, Neomycin",hộp,42,true
Dizigone Nano Bạc,MED-01242,https://trungtamthuoc.com/images/products/130x130/dizigone-nano-bac-1-q6558.jpg,140.000₫,Kem bôi da,"Glycerol (Glycerin), Nano Bạc , Phenoxyethanol, Dimethicone (Polydimethylsiloxanes)",hộp,192,true
Sáp Giữ Ấm Pozo,MED-01243,https://trungtamthuoc.com/images/products/130x130/purely-warm-wax-1-c0556.jpg,286143,Dạng sáp,Vitamin E (Alpha Tocopherol),hộp,37,true
Procumin - Collagen,MED-01244,https://trungtamthuoc.com/images/products/130x130/procumin-collagen-1-q6134.jpg,195991,Viên nang,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Glutathione, Nano Curcumin, Retinol (Vitamin A), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Selen",hộp,129,true
Melalite Forte Cream,MED-01245,https://trungtamthuoc.com/images/products/130x130/melalite-forte-cream-2-b0608.jpg,148600,Kem bôi ngoài da,Hydroquinone (Quinone),hộp,136,true
NaiKia,MED-01246,https://trungtamthuoc.com/images/products/130x130/naikia-3-m5385.jpg,254254,Kem bôi da,Betamethason,hộp,97,true
ASEMYLOVE,MED-01247,https://trungtamthuoc.com/images/products/130x130/asemylove-1-k4027.jpg,125593,thuốc mỡ,Dexpanthenol,tuýp,89,true
FranPanthen,MED-01248,https://trungtamthuoc.com/images/products/130x130/franpanthen-f2158.jpg,262355,Kem bôi da,"Kẽm, Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol)",tuýp,188,true
QUEENVELL,MED-01249,https://trungtamthuoc.com/images/products/130x130/queenvell-a0757.jpg,237741,kem,"Coenzym Q10 (Ubidecarenone), Dexpanthenol, Vitamin E (Alpha Tocopherol)",tuýp,104,true
Alltimes Care Platinum Collagen,MED-01250,https://trungtamthuoc.com/images/products/130x130/alltimes-care-platinum-collagen-1-h2511.jpg,269433,Viên nang cứng,"Collagen, Vitamin C (Acid Ascorbic), Magie",hộp,112,true
Kem chống hăm Gifrer Liniment Oleo-Calcaire 100ml,MED-01251,https://trungtamthuoc.com/images/products/130x130/kem-chong-ham-gifrer-liniment-oleo-calcaire-100ml-1-l4311.jpg,158336,Kem bôi da,Vitamin E (Alpha Tocopherol),chai,111,true
Pico Collagen (90 viên),MED-01252,https://trungtamthuoc.com/images/products/130x130/pico-collagen-6-o6804.jpg,139116,Viên nén,"Collagen, Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Acid Lactic, Acid hyaluronic",hộp,107,true
Essence of Baby Sheep Placentra 35000mg,MED-01253,https://trungtamthuoc.com/images/products/130x130/placentra-essence-of-baby-sheep-6-o6082.jpg,203253,Viên nang mềm,,hộp,10,true
Kem đa năng Sachi 20g,MED-01254,https://trungtamthuoc.com/images/products/130x130/kem-da-nang-sachi-1-b0623.jpg,244057,Kem bôi da,"Vitamin E (Alpha Tocopherol), Kẽm Oxyd (Zinc Oxide)",tuýp,26,true
Well Being Nutrition Royal Jelly,MED-01255,https://trungtamthuoc.com/images/products/130x130/royal-jelly-well-being-nutrition-6-r7448.jpg,163311,Viên nang mềm,,hộp,189,true
Đông trùng hạ thảo Nano Collagen,MED-01256,https://trungtamthuoc.com/images/products/130x130/nano-collagen-1-k4455.jpg,250620,Dung dịch uống,"Collagen, Vitamin E (Alpha Tocopherol), Zinc Gluconate (Kẽm Gluconat), Acid hyaluronic",ống,135,true
Fresa Whitening & Sunblock,MED-01257,https://trungtamthuoc.com/images/products/130x130/fresa-whitening-sunblock-1-h2558.jpg,110343,Viên nang,"Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Cysteine, Astaxanthin, Acid hyaluronic",hộp,17,true
ACM Vitix Gel Regulateur 20ml,MED-01258,https://trungtamthuoc.com/images/products/130x130/acm-vitix-gel-regulateur-20ml-c0015.jpg,720.000₫,Gel bôi ngoài da,"Paraben, Cucumis Melo (melon)",hộp,97,true
GSHLuta,MED-01259,https://trungtamthuoc.com/images/products/130x130/gsh-luta-1-p6445.jpg,1.500.000₫,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Glutathione, Vitamin E (Alpha Tocopherol), L-Carnitine (Levocarnitine tartrate), Kẽm Sulfate",hộp,120,true
Viên uống đẹp da Bishin,MED-01260,https://trungtamthuoc.com/images/products/130x130/bishin-6-g2252.jpg,122458,,"Acid Folic (Vitamin B9), Collagen, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Retinol (Vitamin A), Vitamin B1 (Thiamine), Vitamin B12 (Cyanocobalamin, Mecobalamin), Vitamin B2 (Riboflavin), Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Vitamin D (Alfacalcidol), Vitamin E (Alpha Tocopherol), L-Cystine, Ceramide, Elastin, Acid hyaluronic, Proteoglycans",lọ,21,true
"Collagen, Placenta, Stem Cell",MED-01261,https://trungtamthuoc.com/images/products/130x130/collagen-placenta-stem-cell-4-v8801.jpg,117041,viên nang,"Collagen, Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Acid hyaluronic",lọ,176,true
Resveratrol & Collagen Plus,MED-01262,https://trungtamthuoc.com/images/products/130x130/resveratrol-collagen-plus-1-k4880.jpg,291426,Viên nén,"Vitamin C (Acid Ascorbic), Elastin, Resveratrol, Collagen Hydrolyzed",hộp,190,true
Daehwa Acyclovir Cream,MED-01263,https://trungtamthuoc.com/images/products/130x130/daehwa-acyclovir-cream-1-d1015.jpg,121464,Kem bôi da,Aciclovir (Acyclovir),hộp,98,true
Etoral cream,MED-01264,https://trungtamthuoc.com/images/products/130x130/etoral-cream-1-s7363.jpg,259861,Kem bôi da,Ketoconazole,hộp,68,true
Kem nghệ Bảo Phu Khang 20g,MED-01265,https://trungtamthuoc.com/images/products/130x130/kem-nghe-bao-phu-khang-20g-1-g2722.jpg,289595,Kem bôi ngoài da.,"Alpha-Terpineol, Curcumin",tuýp,20,true
Viên ngậm sáng da AI - Glutathion,MED-01266,https://trungtamthuoc.com/images/products/130x130/vien-ngam-ai-glutathion-h3623.jpg,159652,viên ngậm,"Collagen, L-Glutathione, Vitamin E (Alpha Tocopherol)",hộp,29,true
Kem Trị Mụn Linh Sâm Dưỡng Da Mụn 24h,MED-01267,https://trungtamthuoc.com/images/products/130x130/linh-sam-kem-mun-2-c1578.jpg,137633,Kem,Collagen,hộp,38,true
CFIRIN Kenpharma,MED-01268,https://trungtamthuoc.com/images/products/130x130/cfirin-2-r7002.jpg,261127,Viên nang,"Collagen, Glutathione",hộp,112,true
NMN+ Biotech,MED-01269,https://trungtamthuoc.com/images/products/130x130/nmn-biotech-9-q6672.jpg,240079,Viên nang,"Inulin, Probiotics, Nicotinamide mononucleotide (NMN)",hộp,38,true
Multidex bột Ref 46-701 DeRoyal 45g,MED-01270,https://trungtamthuoc.com/images/products/130x130/multidex-bot-1-e1631.jpg,550.000₫,Dạng bột,Vitamin C (Acid Ascorbic),tuýp,24,true
Pusadin plus 5g,MED-01271,https://trungtamthuoc.com/images/products/130x130/pusadin-plus-5g-2-k4753.jpg,146197,Kem bôi da,"Acid Fusidic, Betamethason",tuýp,182,true
Rewhitez Gel tẩy tế bào chết Gabriella,MED-01272,https://trungtamthuoc.com/images/products/130x130/gel-tay-te-bao-chet-gabriella-3-b0734.jpg,291295,gel,"Acid Glycolic (AHA), Acid Pantothenic (Vitamin B5)",tuýp,46,true
Collagen Glutathion L-Cystin,MED-01273,https://trungtamthuoc.com/images/products/130x130/collagen-glutathion-l-cystin-1-g2531.jpg,266533,Viên nang,"Collagen, Glutathione, Isoflavone, Vitamin E (Alpha Tocopherol), L-Cystine",hộp,96,true
PhiTrenone 5g,MED-01274,https://trungtamthuoc.com/images/products/130x130/phitrenone-5g-1-i3354.jpg,228439,Thuốc mỡ bôi da,Mupirocin,hộp,55,true
Maxi White Hauora,MED-01275,https://trungtamthuoc.com/images/products/130x130/maxi-white-1-k4061.jpg,177935,Viên nang mềm,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, L-Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Retinol (Vitamin A), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Zinc Gluconate (Kẽm Gluconat)",hộp,20,true
Spathion White Skin,MED-01276,https://trungtamthuoc.com/images/products/130x130/spathion-5-g2253.jpg,114089,Viên nang cứng,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, Glutathione, Vitamin C (Acid Ascorbic)",hộp,58,true
Now Glutathione 500mg,MED-01277,https://trungtamthuoc.com/images/products/130x130/now-glutathione-500mg-1-g2278.jpg,750.000₫,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Glutathione",lọ,165,true
Capser,MED-01278,https://trungtamthuoc.com/images/products/130x130/capser-1-c0586.jpg,156063,,Capsaicin,hộp,167,true
Tazoretin 0.1%,MED-01279,https://trungtamthuoc.com/images/products/130x130/tazoretin-01-1-j3638.jpg,258172,Gel bôi ngoài da,Adapalene,tuýp,111,true
Vitamin E 400 Beauty Health (Vỉ),MED-01280,https://trungtamthuoc.com/images/products/130x130/vitamin-e-400-beauty-health-vi-1-d1265.jpg,212279,Viên nang mềm,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Vitamin B2 (Riboflavin), Vitamin E (Alpha Tocopherol), Astaxanthin",hộp,125,true
Nước ép bưởi Sanga Real Grapefruit Vita Tok Tok,MED-01281,https://trungtamthuoc.com/images/products/130x130/nuoc-ep-buoi-sanga-real-grapefruit-vita-tok-tok-c1623.jpg,109874,Bột pha uống,,hộp,17,true
Fucipa Cream 15g,MED-01282,https://trungtamthuoc.com/images/products/130x130/fucipa-cream-15g-1-a0845.jpg,183509,Kem bôi da,Acid Fusidic,hộp,31,true
Viên tinh nghệ mật ong sữa chúa Honey Land 120g,MED-01283,https://trungtamthuoc.com/images/products/130x130/vien-tinh-nghe-mat-ong-sua-chua-honey-land-120g-n5637.jpg,144985,,,hộp,199,true
Blackmores Omega Double High Strength Fish Oil,MED-01284,https://trungtamthuoc.com/images/products/130x130/blackmores-omega-double-high-strength-fish-oil-0-g2082.jpg,228727,Viên nang,"Glycerol (Glycerin), Omega 3 (Acid Eicosapentaenoic), Axit Eicosapentaenoic (EPA) , DHA (Acid Docosahexaenoic)",chai,89,true
Viên uống PnPlus Complete WoMen's Multivitamin chai 100 viên,MED-01285,https://trungtamthuoc.com/images/products/130x130/pnplus-complete-womens-multivitamin-5-o5582.jpg,266924,Viên nén bao phim,"Acid Folic (Vitamin B9) , Biotin (Vitamin H, Vitamin B7, Vitamin B8) , Magnesium Sulfate , Nicotinamide (Niacin, Vitamin B3, Vitamin PP) , Sắt , Selenium sulfide , Vitamin B1 (Thiamine) , Vitamin B12 (Cyanocobalamin, Mecobalamin) , Vitamin B2 (Riboflavin) , Acid Pantothenic (Vitamin B5) , Vitamin B6 (Pyridoxine hydrochloride) , Vitamin C (Acid Ascorbic) , Vitamin D3 (Cholecalciferol, Calcitriol) , Vitamin E (Alpha Tocopherol) , Crom (Chromium) , Calci (Canxi) , Magnesium Oxide , Vitamin K (Phytomenadion)",lọ,99,true
Natural E 400IU Principle Nutrition,MED-01286,https://trungtamthuoc.com/images/products/130x130/vien-uong-natural-e-400iu-2-f2651.jpg,201802,Viên nang mềm,Vitamin E (Alpha Tocopherol),lọ,110,true
Vitamin E đỏ Kawa,MED-01287,https://trungtamthuoc.com/images/products/130x130/vitamin-e-do-kawa-t8472.jpg,169582,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,118,true
Beauty White Thái Minh,MED-01288,https://trungtamthuoc.com/images/products/130x130/beauty-white-thai-minh-t7585.jpg,294054,Viên nang cứng,"Coenzym Q10 (Ubidecarenone), Collagen, Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), L-Cystine",hộp,11,true
Kem thảo dược Sorion 50gr,MED-01289,https://trungtamthuoc.com/images/products/130x130/sorion-3-f2063.jpg,272626,Kem bôi ngoài da,,hộp,105,true
Kem bôi Atrisor,MED-01290,https://trungtamthuoc.com/images/products/130x130/atrisor-1-r7314.jpg,226293,Kem bôi ngoài da,,tuýp,136,true
Thanh Xuân Khapharco,MED-01291,https://trungtamthuoc.com/images/products/130x130/thanh-xuan-khapharco-1-q6357.jpg,102535,Viên nang cứng,"Collagen, Vitamin E (Alpha Tocopherol)",hộp,183,true
Gel Herzona Vega,MED-01292,https://trungtamthuoc.com/images/products/130x130/gel-herzona-1-i3401.jpg,284009,Gel bôi da,"Nano Curcumin, Nano Bạc",hộp,69,true
Milian 10ml Hóa Dược Việt Nam,MED-01293,https://trungtamthuoc.com/images/products/130x130/milian-hoa-duoc-viet-nam-1-r6422.jpg,140890,Dung dịch,"Xanh Methylen, Tím gentian (Methylrosanilin clorid)",lọ,175,true
Cellskin,MED-01294,https://trungtamthuoc.com/images/products/130x130/cellskin-1-v8772.jpg,300.000₫,Viên nang mềm,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Zinc Gluconate (Kẽm Gluconat)",hộp,119,true
Sulfadiazin Bạc Medipharco,MED-01295,https://trungtamthuoc.com/images/products/130x130/sulfadiazin-bac-medipharco-1-b0847.jpg,229758,Kem bôi da,Bạc Sulfadiazin,hộp,78,true
Eva Skincare,MED-01296,https://trungtamthuoc.com/images/products/130x130/eva-skincare-1-t8834.jpg,267514,Viên nang,"Coenzym Q10 (Ubidecarenone), Collagen, Isoflavone, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol)",hộp,162,true
NadyRosa 80g,MED-01297,https://trungtamthuoc.com/images/products/130x130/phan-nadyrosa-80g-3-s7142.jpg,158269,Bột,"Acid Boric, Kẽm Oxyd (Zinc Oxide), Titanium Dioxide",chai,102,true
Xịt thảo dược Zinka Pluss,MED-01298,https://trungtamthuoc.com/images/products/130x130/xit-thao-duoc-zinka-pluss-1-e1632.jpg,193821,Dung dịch,,chai,57,true
Viên uống sáng da D-na Whitening Supplement,MED-01299,https://trungtamthuoc.com/images/products/130x130/sang-da-d-na-5-s7572.jpg,160744,Viên nang,"L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Acid hyaluronic",lọ,186,true
Thuốc Furostad,MED-01300,https://trungtamthuoc.com/images/products/130x130/thuoc-furostad-2-n5418.jpg,185920,Kem bôi da,"Acid Fusidic, Betamethason",hộp,111,true
Capsicin gel 0.05%,MED-01301,https://trungtamthuoc.com/images/products/130x130/capsicin-gel-005-1-k4811.jpg,282346,Gel bôi da,Capsaicin,hộp,13,true
D.E.P HDPharma,MED-01302,https://trungtamthuoc.com/images/products/130x130/dep-hd-pharma-1-h2700.jpg,126063,Dung dịch dùng ngoài,Diethylphtalat,lọ,147,true
Dexpanthenol 5% Stella,MED-01303,https://trungtamthuoc.com/images/products/130x130/dexphathenol-15-stella-1-j3080.jpg,175933,Kem bôi da,Dexamethasone,hộp,64,true
Mycorozan Cream 5g,MED-01304,https://trungtamthuoc.com/images/products/130x130/mycorozan-1-c0412.jpg,212166,kem bôi da,Ketoconazole,hộp,73,true
Burnova Gel Plus,MED-01305,https://trungtamthuoc.com/images/products/130x130/burnova-gel-plus-1-i3680.jpg,120894,Gel bôi da,,hộp,112,true
Kidz Kream,MED-01306,https://trungtamthuoc.com/images/products/130x130/kidz-kream-1-r7330.jpg,102446,Thuốc mỡ bôi da,Kẽm Oxyd (Zinc Oxide),tuýp,91,true
Fudareus-H,MED-01307,https://trungtamthuoc.com/images/products/130x130/fudareus-h-1-n5722.jpg,137918,Kem bôi da,"Acid Fusidic, Hydrocortisone",hộp,124,true
Dầu trị bỏng Trancumin OPC,MED-01308,https://trungtamthuoc.com/images/products/130x130/dau-tri-bong-trancumin-1-l4601.jpg,279878,Dầu thuốc,,hộp,78,true
Mekoderm-NeomycinMekoderm-Neomycin,MED-01309,https://trungtamthuoc.com/images/products/130x130/mekoderm-1-o5263.jpg,149208,Kem bổi,"Betamethason, Neomycin",hộp,105,true
Colagen Sáng Hồng DV,MED-01310,https://trungtamthuoc.com/images/products/130x130/colagen-sang-hong-dv-3-m5634.jpg,270056,Viên nang mềm,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, Glutathione, Vitamin E (Alpha Tocopherol), L-Cystine, Astaxanthin, Selen, Acid hyaluronic",hộp,136,true
Cadirovib 5%,MED-01311,https://trungtamthuoc.com/images/products/130x130/cadirovib-5-1-k4281.jpg,105419,Kem bôi da,Aciclovir (Acyclovir),hộp,173,true
Collagen Glutathion Gold,MED-01312,https://trungtamthuoc.com/images/products/130x130/collagen-glutathion-gold-v8202.jpg,122558,Viên nang cứng,"Arginine, Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol)",hộp,11,true
Sikemeron,MED-01313,https://trungtamthuoc.com/images/products/130x130/sikemeron-1-q6254.jpg,117745,Kem bôi da,"Betamethason, Clotrimazol, Gentamicin",hộp,187,true
AtiMupicin 2%,MED-01314,https://trungtamthuoc.com/images/products/130x130/atimucipin-2-1-q6500.jpg,126475,Kem bôi da,Mupirocin,hộp,135,true
Gensonmax 10g,MED-01315,https://trungtamthuoc.com/images/products/130x130/gensonmax-10g-e1317.jpg,105995,Kem bôi da,"Betamethason, Clotrimazol, Gentamicin",hộp,12,true
SELMIKRONS 10g,MED-01316,https://trungtamthuoc.com/images/products/130x130/thuoc-selmikrons-1-f2224.jpg,125459,Kem bôi da,"Betamethason, Clotrimazol, Gentamicin",tuýp,39,true
Alcophil 150ml,MED-01317,https://trungtamthuoc.com/images/products/130x130/sua-alcophil-150ml-1-m5332.jpg,195.000₫,Sữa dùng ngoài,"Vitamin E (Alpha Tocopherol), Cetearyl Alcohol, Bisabolol (Levomenol)",chai,56,true
Mycocid Mekophar,MED-01318,https://trungtamthuoc.com/images/products/130x130/thuoc-mycocid-2-k4548.jpg,157136,Thuốc mỡ bôi da,"Neomycin, Nystatin, Triamcinolone",hộp,161,true
Mộc Long,MED-01319,https://trungtamthuoc.com/images/products/130x130/moc-long-t7026.jpg,268365,Viên hoàn cứng,,hộp,88,true
Candid TV (Chai 60ml),MED-01320,https://trungtamthuoc.com/images/products/130x130/candid-tv-chai-60ml-k4087.jpg,155.000₫,Hỗn dịch,"Clotrimazol, Selen",hộp,189,true
Neciomex 10g,MED-01321,https://trungtamthuoc.com/images/products/130x130/neciomex-10g-5-d1760.jpg,217373,Thuốc mỡ bôi da,"Neomycin, Triamcinolone",hộp,197,true
Cloromis-F,MED-01322,https://trungtamthuoc.com/images/products/thumbnail/cloromis-f-j3470.jpg,206825,Thuốc bột dùng ngoài da,"Polymyxin B, Bacitracin",hộp,34,true
Neosporin Original Ointment,MED-01323,https://trungtamthuoc.com/images/products/thumbnail/neosporin-original-ointment-a0425.jpg,294931,Gel bôi da,"Neomycin, Polymyxin B, Bacitracin, Pramoxine (Pramocaine)",hộp,184,true
Kem Nano Bạc Agrin,MED-01324,https://trungtamthuoc.com/images/products/thumbnail/kem-nano-bac-agrin-r7561.jpg,120.000₫,Kem bôi ngoài da,"Chitosan, Simethicone, Kẽm Oxyd (Zinc Oxide), Nano Bạc , Xanthan Gum",hộp,162,true
Cortisotra,MED-01325,https://trungtamthuoc.com/images/products/thumbnail/cortisotra-g2653.jpg,102504,Kem bôi da,"Dexamethasone, Cloramphenicol",hộp,179,true
Herazole 200mg,MED-01326,https://trungtamthuoc.com/images/products/thumbnail/herazole-200mg-s7153.jpg,215703,Viên nang cứng,Fluconazole,hộp,64,true
Nước tắm gội thảo dược trẻ em DAO’SPA Baby 150ml,MED-01327,https://trungtamthuoc.com/images/products/thumbnail/nuoc-tam-goi-thao-duoc-tre-em-daospa-baby-150ml-t7176.jpg,175170,Sữa tắm,,chai,121,true
Momate-S,MED-01328,https://trungtamthuoc.com/images/products/thumbnail/momate-s-l4340.jpg,199796,Kem bôi ngoài da,"Acid Salicylic (BHA), Mometasone",hộp,33,true
Vitatree Mega Sheep Placenta 80000 Max,MED-01329,https://trungtamthuoc.com/images/products/thumbnail/vitatree-mega-sheep-placenta-80000-max-o6777.jpg,170778,Viên nang,,hộp,146,true
Forsancort 1% 10g,MED-01330,https://trungtamthuoc.com/images/products/thumbnail/forsancort-1-10g-t7112.jpg,234924,Kem bôi da,Hydrocortisone,hộp,153,true
Vitatree Marine Collagen Plus,MED-01331,https://trungtamthuoc.com/images/products/thumbnail/vitatree-marine-collagen-plus-b0024.jpg,225335,Viên nang mềm,Collagen,hộp,55,true
Vitatree Cell Restore,MED-01332,https://trungtamthuoc.com/images/products/thumbnail/vitatree-cell-restore-l4812.jpg,245678,Viên nang mềm,,hộp,72,true
Vitatree Super Royal Jelly 1600mg (Hộp 100 viên),MED-01333,https://trungtamthuoc.com/images/products/thumbnail/vitatree-super-royal-jelly-1600mg-hop-100-vien-v8652.jpg,294415,Viên nang,,hộp,32,true
Viên uống Codobye,MED-01334,https://trungtamthuoc.com/images/products/thumbnail/vien-uong-codobye-q6708.jpg,138.000₫,Viên nang cứng,Vitamin E (Alpha Tocopherol),hộp,104,true
